factorA,factorB,factorC,factorD,factorE,tag
1718.177803,211.0367432,44.3323532,-6.457672596,44.55318939,opel
1415.163943,229.7969583,58.10252657,3.169744988,35.23422232,saab
1208.559929,198.7136137,71.24361212,-26.92742859,33.70577936,saab
1844.85288,187.7150752,32.41426438,1.00778148,43.78354363,bus
1224.128096,170.7738613,50.32984395,-34.53618377,28.58297935,bus
1289.8881,212.4754163,74.83404074,-33.84962228,40.62381846,bus
1838.688534,180.9734779,31.2691254,13.29248003,43.20887083,bus
1036.225214,265.61553,70.95606622,-30.73834912,31.12833351,van
1180.813544,227.0057519,61.68873666,-6.055331407,12.17703981,opel
1275.460765,259.5067067,96.38099928,-17.05286507,34.16283144,bus
2308.299168,96.90238044,-46.62752982,45.12037719,45.44418526,bus
1247.546973,235.9375149,63.52918571,-17.70223475,24.75622825,van
964.1788664,241.2931816,72.55473412,-35.09759074,25.55911749,van
1459.6259,259.4894706,81.99565857,-1.952380139,37.10401285,bus
980.6770088,217.0873991,74.34176914,-35.34426988,21.73640716,opel
1945.007353,190.1311831,35.14881682,11.75037563,47.63417335,saab
1388.317108,234.6480149,49.11611232,-1.997352589,25.04086833,opel
1747.159264,196.5537879,32.89544697,-8.45671912,38.56293462,saab
1360.819694,215.9907367,70.28412769,-22.95615981,29.78254586,van
1221.233703,215.1547815,78.10401109,-33.25464478,37.0627422,bus
1881.662579,196.9338262,30.87411838,27.7250506,31.32606919,opel
1219.636021,226.0320407,70.59739898,-33.04491049,18.77454842,saab
1252.128502,223.6388675,72.17360618,-22.57380075,31.53377535,bus
1760.095758,229.2254178,49.30000072,30.21531139,25.69682517,opel
1203.647616,184.9172743,60.79241572,-24.48802335,25.86530552,bus
1414.05803,201.6794894,227.8585785,-20.64365971,30.73218596,bus
1290.808149,267.9264887,76.91981282,-28.26717278,30.45255213,van
1114.075737,252.3240562,84.10860782,-48.27906159,24.73913645,van
966.4286279,256.4931711,85.20742552,-50.86598028,20.12791531,van
1658.724399,216.380272,47.8736961,28.44688441,31.4843047,bus
1913.144734,188.9844972,20.91874632,10.06258067,39.84327608,saab
1681.588541,251.7455272,48.37534906,32.09806336,28.87080868,opel
1213.116609,238.212914,71.01431733,-5.751113697,26.82127509,opel
1224.721678,196.2549948,65.61592856,-25.75153565,25.86463075,bus
1582.399681,226.6802669,58.76964507,-1.659458942,39.81651247,bus
1209.726662,252.9356397,82.06627597,-22.39362294,35.03207719,van
1341.555824,220.1646549,71.53341279,-23.87927705,30.27034358,van
1170.809656,224.1165674,69.72592095,-15.21846229,12.24141297,opel
927.3150737,237.985654,79.41602604,-53.76437256,13.84642618,opel
1283.495004,217.3903249,52.93795684,-25.84684849,21.49129153,van
1366.560845,228.4249896,66.94612235,-28.89900933,26.03532685,van
1748.054241,210.7702075,45.5393604,11.03171668,42.85240543,opel
1943.072818,204.1758733,31.13493674,23.18036147,28.54059001,saab
1209.499074,192.9712041,60.7257724,-26.79928673,22.13067692,bus
1502.285585,229.094259,58.12941444,-16.83473528,38.94016543,bus
1060.94392,219.8779882,61.83866678,-33.02768134,13.76130644,saab
1333.158689,201.7388596,58.25869322,-29.93344338,26.97353381,van
1221.552988,276.250793,77.07714379,-31.42078121,33.06037029,van
987.2445896,264.1622289,73.74359166,-37.52771493,4.595416988,saab
1226.050003,224.398575,77.07730529,-35.32459127,36.93373343,van
1324.235736,209.0629117,60.28683894,-37.81860946,24.60364027,van
1222.067933,222.6784432,73.65689001,-23.05053565,32.74666014,bus
1231.673674,227.1373858,88.70908407,-17.58187655,21.96312345,bus
1342.259572,252.2424996,74.17247851,-22.17180728,29.09037667,van
1737.63331,210.3374816,46.51145887,7.079384725,39.53292974,bus
1695.324763,206.2909207,35.00837321,3.620505537,30.66947188,saab
1220.547488,276.165759,72.74840145,5.999775037,20.15669673,saab
1570.411253,251.4710381,44.20869898,25.76823938,16.51349136,saab
1091.062482,225.6291363,61.80895982,-34.33958647,28.85533008,van
1812.809118,177.134938,4.052802667,16.9871542,25.6475023,opel
1552.306021,258.2320835,237.5685654,-7.326325848,32.35417967,van
1320.594225,195.8424097,56.32297961,-33.49487924,38.17792186,van
1131.218376,253.8625885,85.80083842,-43.80728343,32.90122347,van
1025.503106,238.3792773,73.86920392,-33.33604824,11.8465337,saab
1250.398599,248.5662957,78.84065511,-23.41858799,34.10233811,van
1272.185607,292.2522526,65.84768886,0.246745232,27.54640764,saab
1192.57183,183.8700916,62.54804501,-30.42421499,26.78371997,bus
1821.150605,227.3783161,18.66487203,43.81069644,27.25927602,opel
1211.745417,181.0861103,58.21468626,-26.91076986,28.61496549,bus
1415.405287,256.6565352,64.8875304,-15.63330869,27.7193492,opel
1936.215996,203.8836428,25.21447952,27.28493401,44.17325655,opel
1379.714488,228.4047198,64.94495346,-38.38541633,29.0491193,van
1243.936352,262.9761094,80.56352915,-12.80499137,27.06822656,bus
1302.731828,273.9605298,66.56352026,-29.30456266,28.35034975,saab
1139.06312,281.757146,90.79027212,-8.575870472,19.04687036,van
1649.485812,240.0885426,57.78890405,-5.922729063,43.69430508,saab
1582.209148,247.6891192,70.97814346,17.04574628,32.16150051,bus
1219.539864,299.9627991,74.34190092,1.047482145,18.91012021,opel
1808.13265,223.6663526,35.41625517,28.11275718,36.13776126,saab
1208.071252,245.5176614,78.08921566,-27.02135578,27.749498,van
2246.336714,127.8711833,-3.925053264,41.139403,52.99565944,bus
1190.565255,272.3645063,62.08339092,-9.771614009,17.23090176,opel
1084.291144,233.1707289,74.46918004,-41.80514879,28.70515963,van
1229.661264,247.0655509,64.29092428,3.561678712,18.24332177,saab
1273.835645,237.0284078,60.72512329,-42.67605221,29.87496629,opel
1048.426747,201.7108521,78.83403164,-31.71992476,31.9791678,opel
1778.827227,234.6416757,43.97880023,-8.297035694,39.14935876,opel
1380.211217,280.2628523,69.39573696,0.329264141,25.82710028,saab
1106.219746,248.2422999,74.21776197,-30.62695364,29.55322272,saab
1843.542881,180.2045994,19.41123421,21.6672173,36.23440143,opel
1860.308918,185.0182652,8.374463371,33.3429983,32.40433681,opel
1238.765483,295.0010085,65.40672517,-4.865172141,25.99560001,saab
1836.064216,204.5879759,17.64066619,0.993166797,36.48760728,saab
1222.19563,193.3614317,73.06104582,-32.85084957,38.08938679,bus
1063.689318,234.1407107,68.61900039,-24.88199819,23.93068479,van
1815.257787,209.8691804,25.51978087,8.311482497,43.80291147,opel
2134.274986,106.2832881,-38.44584668,37.82992886,45.81628136,bus
1263.985076,254.4076401,79.07076749,-34.37027851,25.90019048,van
1828.174375,179.179305,16.3350846,27.51994935,29.42664033,bus
1335.004605,214.4372252,65.38773464,-29.90213107,26.84475021,van
1330.081448,253.0923504,86.52911997,-6.505391618,34.60581478,bus
1462.283891,244.7147457,55.05196874,28.53394712,17.65575087,opel
1232.625124,241.8411799,78.94796267,-41.0402643,32.66427215,bus
1256.914307,276.0718007,81.29085732,-2.296111795,26.40230614,bus
1155.527654,215.3019901,72.84088252,-42.01195325,27.77685579,van
1864.916145,200.2003059,44.82656791,17.03735023,39.19470184,saab
960.2691936,228.1156965,76.0216838,-22.52894571,18.33784608,opel
1240.160983,267.0513543,82.24710079,-33.14097945,39.41854935,bus
931.4975164,246.1671347,78.66339285,-26.34104878,8.06546888,saab
1768.458334,214.1923582,42.9877347,4.819072019,38.33221172,saab
1499.584601,253.524657,70.72119192,7.71039922,29.75163689,bus
1421.438676,264.3264357,70.59852938,4.095370828,29.94077102,bus
1356.188633,229.5065654,62.41081988,-29.66728209,27.9687409,opel
1848.614425,192.8298077,38.64100532,16.90133259,35.83218469,opel
1293.665631,263.4647817,76.10810771,1.198272318,27.67921993,opel
1578.903441,245.0516857,53.70150027,-17.80126853,28.76031424,opel
1230.223863,249.4699181,84.46135985,-18.22723558,31.09011011,van
1263.754792,227.6226503,61.28760135,-40.25862637,30.34117408,saab
2129.311154,130.5598924,-7.309733938,25.32662106,54.94274905,bus
1305.80708,253.1714013,64.03612167,-3.790720028,20.68452051,saab
1239.688014,194.4475351,58.4577711,-21.32661404,25.00368767,bus
1942.702313,198.4992629,37.61110104,3.995772017,35.84687145,saab
1281.996496,203.4719374,72.11665147,-14.66416496,30.27760759,bus
1261.855727,185.3643334,57.51878988,-24.72533522,28.80996188,bus
1225.944028,196.8236483,68.47649142,-24.35092785,23.79624205,bus
1333.588909,221.6967102,73.99923217,-24.37671284,26.86986892,van
1266.435416,281.7828526,67.76183164,-0.068972942,23.64737612,saab
1899.839564,182.2302507,-6.585407642,6.766059393,37.60275095,opel
1850.962318,181.4127524,24.39460847,4.558688548,37.53454094,opel
1042.022851,272.1489383,79.09480992,-47.88654771,30.35207221,van
1267.17311,224.7657983,72.09974219,-31.03912355,36.94973632,van
1386.80669,236.057806,68.15242653,-17.44591268,36.98950691,opel
1197.131315,183.0646793,59.75551096,-27.43265868,31.50011667,bus
1258.249231,205.3905433,74.10897784,-33.17326162,32.13799616,bus
1845.912791,159.430846,8.721991616,2.198067485,48.36459943,opel
1420.099745,288.4501987,65.34392967,13.8867544,26.71036184,opel
1123.470143,254.4532269,83.29737886,-20.95762005,31.10433297,van
1261.090147,249.7766721,81.36488241,-13.83082146,27.97594563,bus
1808.712584,174.764072,5.602573849,30.17140498,35.82446406,bus
1116.667943,243.9653196,72.53635199,-23.54117519,32.63101315,opel
1339.444476,234.1548812,68.04185483,6.262775392,25.25402301,opel
1270.961144,205.4135351,65.04467367,-31.19429244,32.88331897,saab
1934.482725,182.4189001,34.07905633,7.371545804,50.28648084,opel
1231.953223,211.2246747,71.16554026,-32.77922069,38.29783651,bus
967.1325269,269.8581762,76.58991141,-55.38299489,19.53777614,van
1929.142739,178.4025317,23.75908015,10.77273154,51.21948688,opel
1312.684801,211.0351683,57.11630728,-19.25770261,25.99355265,van
1624.140441,217.2132034,55.24243396,-13.60540457,45.34209342,bus
1268.144514,195.6673264,64.42764898,-17.20063301,29.59621419,bus
1121.115117,222.1767056,67.89411247,-29.02046974,24.30653956,saab
1210.240108,267.0073883,77.31952862,-24.09964859,30.69601761,van
1903.250442,189.1264263,27.88153424,-1.546171335,44.24749408,saab
1075.355231,280.399356,83.5296582,-27.60047964,24.65291018,van
1840.88097,208.167841,38.01930348,7.850454849,30.24498906,saab
1225.875372,204.8881334,69.25037698,-25.94333769,30.27430289,saab
928.7053256,212.8112606,77.48432671,-36.52822631,20.2729159,van
882.6598691,227.8639447,82.1292202,-33.06010741,7.846485653,saab
1219.345148,177.9499726,55.25123442,-29.64690367,30.90443413,bus
1791.728457,199.3810745,24.64916753,21.61116962,36.84362552,saab
1166.000141,251.8869747,90.09060884,-35.99478814,26.49395393,van
1323.538747,196.6931838,53.79133091,-24.26777488,31.19925357,van
1375.591078,265.3814281,85.15125425,-3.544078045,40.00028592,bus
1233.764834,185.0059808,60.00892041,-26.45278076,31.16338128,bus
1921.824462,178.9182008,6.947664275,18.67797843,39.39289699,opel
1292.284707,194.3832523,63.51237449,-30.43892472,31.40857526,bus
1266.999123,282.8379564,70.46523213,1.148810956,23.69060538,opel
1357.444603,239.8266672,58.74202846,-24.98327861,28.1392773,opel
1197.334091,189.3787491,65.68680341,-33.66166266,28.7314972,bus
1908.856222,201.6753999,42.8447926,18.95003885,43.59206317,saab
1280.259799,191.9664401,48.74469803,-28.21727857,34.22823954,van
1141.84371,217.2579966,59.03395648,-23.78870915,21.48409765,van
1299.942433,283.4054499,88.84381816,3.383885765,28.11634252,bus
1383.923903,254.1246635,58.99227557,11.86320265,27.6603338,saab
1903.324245,180.8465354,32.42179674,7.67288303,42.19983573,opel
935.8562069,252.7530042,82.41886787,-26.07485719,17.57546369,saab
1079.901206,221.7835198,67.73660737,-35.57565325,19.60374152,van
1980.779347,179.1122393,35.86327152,1.641687306,50.39357702,opel
1283.338083,210.9653057,60.708878,-22.01761306,25.91948617,van
1239.097603,261.0238377,80.90154103,-38.19214512,31.27204314,bus
1334.322611,218.9464164,76.35876044,-24.64499822,33.29031293,van
1859.55576,204.881004,11.62878255,18.33185249,21.89039515,saab
1245.894553,268.890639,60.58285972,-5.784657649,23.86044292,saab
1259.425371,258.4244756,61.41399393,-27.86237816,22.14303676,opel
1739.046132,202.8835996,40.10252321,2.365631404,40.85641267,saab
1966.40243,173.6735601,21.38277456,8.241463384,51.0594757,opel
1016.01081,215.8266981,69.89787635,-26.88534699,21.6065953,saab
1456.2655,246.8687791,63.84209092,13.97183755,29.53238549,saab
1012.800177,258.8533915,76.28453943,-48.42098325,24.17559557,van
1027.231546,292.9258592,77.7873247,-20.60032724,20.41897587,van
1612.532496,249.3005607,45.95186078,-11.35178986,34.85331036,saab
1236.323712,195.2605928,57.75411014,-20.67055754,26.79401003,bus
1213.123166,181.1196628,53.14404426,-28.08531635,29.78742578,bus
1438.899193,257.7671654,63.43827467,-24.11094402,31.62245297,saab
1009.724177,284.3262573,83.73328713,-43.94010228,27.48727482,van
976.332443,221.431285,73.04696971,-31.99907778,26.17148347,van
1237.373134,197.8727615,79.62095142,-36.33975432,36.29307997,bus
1522.901913,234.5435948,67.93883468,-17.82281634,47.17657551,saab
1254.148775,272.2760742,69.27289335,-10.46979765,24.44313973,van
1247.557537,268.4992666,74.62539017,-30.82301681,31.93761172,van
2236.21692,112.2631845,-36.43769555,55.06780648,43.70797092,bus
1266.604289,250.8617634,92.19489944,-36.56155597,38.6991614,bus
1237.406918,206.7409288,63.16017533,-39.59594627,34.24339659,bus
1107.027509,213.3728361,68.69119212,-36.43969715,30.60244905,opel
1904.25718,215.0240993,35.88988562,22.4867926,27.90183552,saab
1274.985603,281.4062695,86.4946727,-10.12247371,34.65349005,bus
1562.382949,240.9702106,51.48724206,3.809114488,44.35571085,opel
1256.694829,219.6550312,75.03397805,-19.49424708,29.35980573,bus
1246.736466,185.1011762,55.91087362,-31.48761859,25.28106806,bus
1945.300173,220.5912102,33.52327852,16.92858106,27.47504221,saab
1282.115439,198.3027711,49.33544399,-24.41067403,23.4354276,van
1461.408968,240.4051402,64.44190025,-29.01572294,33.4956183,saab
1194.03389,242.6717668,79.69773593,-21.13194689,28.8523207,bus
1273.483689,218.1315568,58.37798165,-29.0717305,32.42102268,van
1739.889831,207.6614141,54.1863936,6.391085459,41.81424184,opel
1072.22757,219.6524697,76.90187803,-29.41746502,12.11585591,saab
1071.640238,255.8445656,70.19398952,-25.62647454,24.30926898,van
1428.991032,236.8538146,173.6034452,-18.68918381,20.86699653,van
1292.844682,230.1736614,71.21648454,-14.6712007,28.89126745,bus
1081.832093,271.9355275,73.71619881,-12.83087881,16.95028079,van
2120.355125,115.3442086,-28.06039938,29.1484784,41.84879515,bus
1238.5016,265.7622679,75.38957898,-19.59716698,39.6651783,bus
1708.913733,201.5425791,52.57396195,-7.747330524,46.5333953,bus
1048.977961,230.9859117,67.59471444,-38.84066913,17.24908611,saab
1491.56859,261.0853255,59.51276257,14.40065125,18.09801383,saab
1428.863231,251.6557927,54.67690227,5.479595917,30.03241089,bus
1867.961417,185.8389898,19.06023815,14.86655547,34.83926293,saab
1296.473092,241.0998475,68.4247747,-36.28116712,29.82645235,opel
1320.617153,280.1360318,87.1661928,0.086016171,33.63674843,bus
1091.377618,294.370407,78.33812666,-21.14735335,22.25731141,van
1245.162767,190.3599742,61.57683741,-30.90441933,33.99904983,bus
1259.819661,226.9057686,70.07816459,-34.9662654,36.50106913,bus
1802.875717,216.7818981,31.19940424,25.21865221,30.39274835,saab
1821.338219,201.3695437,15.0988384,10.39120677,43.39962045,opel
1683.41881,229.845119,39.56945344,-14.22817611,38.14833352,opel
1778.359819,247.3340666,36.67612457,28.57734496,25.23266576,opel
1597.323777,210.7942747,53.10217193,-7.936246075,34.173185,saab
1334.614321,210.847042,56.16825361,-15.96597265,27.02202902,van
1222.367943,237.9814246,75.42003465,-15.4372169,25.68744029,bus
1778.063842,217.202074,49.52806151,0.366977668,34.03009918,opel
1226.28959,192.161768,56.81147435,-17.97005205,27.87597789,bus
1081.1194,210.5124868,62.33649504,-40.71745363,24.04946395,van
1081.189808,239.9676851,76.64683905,-37.19141394,27.05720658,van
1600.904643,269.1388891,55.97455087,18.97252504,24.10280108,saab
964.9363927,213.679182,72.69429054,-43.53293085,23.17201257,van
1914.581276,162.8363269,15.14054291,18.90312302,43.75158622,bus
1930.830383,195.6623777,34.20610549,24.09743032,46.62538287,saab
2327.216626,104.1271347,-34.83216228,48.09560817,39.88690549,bus
1203.833081,187.1941538,63.23214214,-32.13516594,29.64385568,bus
1674.37547,208.7536863,54.20811053,-21.26542513,43.65809507,saab
1404.888782,264.9882071,57.54120114,13.81253651,24.49836696,saab
1216.50255,179.9414792,56.52575182,-32.83146034,33.25565227,bus
1586.115402,261.5302354,51.63403422,-14.6898739,26.82039957,opel
1245.314305,227.1957559,52.47528506,-26.36938918,24.11472127,opel
1267.493733,273.6865089,78.10075301,-15.02101121,29.13146573,van
1317.037748,253.4037223,63.98926905,-1.893973884,27.72004768,saab
1231.280594,268.9668218,73.76781703,-50.84055524,27.29637313,van
1645.747089,217.767353,40.69469298,-13.90898854,36.92629729,opel
1982.594344,187.8222674,26.10150968,18.8325105,35.62933125,opel
1206.916033,186.3522211,59.44662731,-24.23313012,29.62951057,bus
2050.510128,144.9640766,-12.7234504,24.64435458,44.40442552,bus
1938.36232,189.2552053,20.0864607,16.58855413,41.6430196,saab
1265.019314,205.909817,49.8091948,-30.33331277,22.71395345,van
1766.845507,184.3966759,27.76101056,13.60516552,31.19586702,bus
1297.190683,262.4879849,67.76619818,-30.24056505,17.09850173,van
1249.267381,237.6440067,74.95087761,-18.81410773,32.45473374,bus
1214.002117,247.4497462,76.18759897,-19.05628682,29.5659018,bus
1164.410759,231.2074475,73.63834961,-18.89030712,22.74892037,opel
1065.724937,211.6089937,78.14306511,-26.63935785,27.3862383,saab
1907.089169,184.6919664,9.028606537,9.138640856,40.74439429,opel
1962.015116,185.5088994,27.36284763,20.18468166,36.5448427,opel
2088.635014,130.1231432,-9.105436681,28.77713777,44.03912823,bus
1908.118409,225.2827835,33.71142382,8.801097861,24.92270531,saab
1297.589625,262.5107338,67.00405476,-28.97687096,31.04296389,opel
1247.251805,264.586039,73.16548212,-37.89969419,30.33877269,van
1118.010186,281.7860523,72.77287365,-45.29683421,24.94859242,opel
1643.968746,243.2050439,53.20714622,25.24637343,29.01659681,opel
1170.664891,200.315101,69.50662457,-33.16980897,26.6442765,saab
1279.230072,225.7991603,66.48795955,-41.22147607,26.17875256,van
1271.393971,198.1890493,69.23509912,-37.93436533,38.12233441,bus
1544.623406,230.7316676,57.44080312,-23.69624026,40.54493662,saab
1541.213536,228.1456207,55.82294929,6.251540876,35.59228344,opel
1294.241341,247.0863557,79.99742853,-39.43541352,34.03919151,bus
1813.258071,210.4476069,22.91333787,17.72627517,23.41344651,saab
1325.182488,229.6282493,68.18624039,-24.54986644,39.19825039,opel
1610.795191,248.6704847,54.75798782,-4.775049257,44.2457811,opel
1881.801174,190.4009946,9.269571653,20.49779459,28.02955213,saab
1705.395312,232.920027,35.98881192,23.86360017,22.13891403,saab
1446.323269,227.039167,57.89710227,-19.95642717,40.22975883,saab
1308.640685,216.5261879,62.19664547,-35.59567881,26.98294888,van
1292.147515,214.6634645,63.75863994,-25.63444113,21.14441413,opel
1800.863088,199.4805386,35.60543956,-13.62759725,42.34137607,saab
1325.323292,211.5723749,65.98028636,-28.33787974,36.73350257,van
1072.036476,221.3470891,80.01681054,-20.23967138,11.27569402,saab
1224.077642,208.3046475,74.27833495,-36.10997326,35.51722151,bus
1379.806832,209.9479863,55.48291834,-22.35058062,27.94847258,opel
1471.534322,237.7679486,57.16726432,3.42926012,41.25657487,bus
1395.429774,246.7691911,75.85306087,-25.00796764,37.05555095,bus
1341.532468,241.8231179,68.92076891,-22.09083606,34.00238717,van
1465.470359,254.0725625,77.98424041,-12.74898714,34.53401539,bus
951.8762119,220.1628911,79.60667684,-34.6365577,14.67733422,van
1988.678771,153.5129797,2.307287122,38.1202966,42.22748826,bus
1880.450758,198.769211,16.50774854,18.75551486,28.29136582,saab
1040.131084,245.948448,75.82127994,-23.32266371,24.71042139,saab
980.0868136,221.8168647,74.12943563,-30.08669829,26.69375621,saab
1902.842679,191.0156839,27.97669823,18.70608972,41.7416684,opel
1080.785729,210.5911341,68.34309239,-25.41719613,30.39397965,opel
2249.827447,118.3126031,0.81377699,41.04548986,50.26503177,bus
1280.223216,193.0730493,65.84037306,-21.88411027,31.24603709,bus
1920.425096,202.9326422,34.81066135,25.03959457,39.40514262,opel
1193.144263,236.1320092,65.9950912,-29.25376597,23.84376597,opel
1367.878006,204.0944505,69.9054389,-37.0592685,39.03660937,van
1578.933627,235.9492555,52.42078962,6.52826709,34.39188457,saab
1302.537845,215.3581412,62.72642597,-34.34972961,36.29836238,van
1643.114064,226.7430391,268.5610723,-7.334039889,22.27553844,van
1981.168514,182.8914862,16.2551954,26.50338446,39.78766661,opel
1203.073272,183.2459887,49.92982448,-19.67443919,22.78016437,bus
1169.805747,268.919584,97.95854059,-22.02133679,24.9367984,van
1297.902899,263.3860083,73.10513807,-18.68426078,24.31958978,van
1319.518008,219.0028905,75.86418651,-33.35405853,36.36444057,bus
1546.404646,202.9512259,59.29856842,-20.26659643,47.09989001,saab
1318.595174,239.3379397,68.27916287,-8.483641921,38.1431237,opel
2274.22205,91.41468718,-40.0596534,32.83444605,49.51911411,bus
1268.044363,236.7476802,74.72723659,-22.31077105,38.51356216,bus
1361.68664,271.6243173,74.94527802,2.835020211,30.14751166,bus
1131.139821,253.757366,85.77880341,-44.22950444,33.44163077,van
1811.91131,229.7109215,35.76546531,3.845092971,24.87848971,saab
1242.013623,255.2134109,68.09252141,-2.995283689,21.34799905,opel
1810.498996,174.3045135,5.116510482,8.397321429,34.28442833,opel
1179.558753,288.1509844,76.9251318,-37.37687554,26.69295502,van
1712.299071,237.0700775,41.57034796,18.56045417,29.91434296,opel
1263.046549,261.7794299,81.94959579,-9.89894814,28.11234526,bus
1058.298853,229.6092242,76.53146136,-12.99580429,18.46374091,opel
1166.960827,233.6884451,60.02759988,-21.82793755,31.10775801,saab
1241.999632,230.2860311,77.07725901,-32.65358472,33.88667763,bus
1390.342077,252.7761214,60.45661415,16.46182747,24.16209475,saab
1389.791828,245.1353614,76.21525055,-23.65821094,41.00635184,saab
939.1504111,215.7762203,79.3481245,-29.59640129,22.21507462,opel
1229.373452,193.833843,64.62643515,-23.21597175,24.86621127,bus
1145.485441,281.6974242,77.82029999,-0.567009387,13.72401951,opel
1298.786319,207.6316476,53.56620743,-19.61108041,19.56348725,van
1843.989773,202.5553878,10.87514026,25.90595532,34.22080741,opel
1211.008791,248.9277872,76.27397828,-35.21727947,28.67537262,bus
1251.406967,287.2418443,88.09544374,-3.234894693,29.89682049,bus
